Source,Target,Weight
Pasir Panjang 1,Seletar Aerospace Park,1
Yio Chu Kang North,Plab,1
Boon Lay Place,Leonie Hill,1
Toa Payoh West,Selegie,2
Flora Drive,Shangri-La,1
Joo Koon,Orange Grove,1
Bidadari,Guilin,1
Straits View,Punggol Town Centre,1
Lorong Halus North,Kent Ridge,1
Boon Keng,Marina East,2
Wenya,Flora Drive,1
Reservoir View,Mandai Estate,1
Punggol Town Centre,Woodlands Regional Centre,1
Serangoon North,East Coast,1
Taman Jurong,Kampong Glam,1
Seletar Aerospace Park,One Tree Hill,1
Boon Keng,Sunset Way,1
Benoi Sector,Ridout,1
Punggol Town Centre,Sembawang Hills,1
Woodleigh,Tuas Promenade,1
Lorong Halus North,Safti,1
Hougang West,Serangoon Garden,146
Sunset Way,Telok Blangah Drive,7
Upper Thomson,Nassim,64
Fort Canning,Taman Jurong,18
Mount Pleasant,Aljunied,34
Aljunied,Serangoon North,24
Lavender,Boulevard,106
Hillview,Swiss Club,46
Redhill,Pearl's Hill,38
Hong Kah North,Clementi North,60
Geylang East,Kangkar,50
Everton Park,Clarke Quay,11
Lavender,Woodgrove,44
Punggol Field,Anchorvale,70
Aljunied,Nassim,75
Compassvale,Boon Teck,7
Bukit Batok South,Chin Bee,18
Balestier,Western Water Catchment,40
Holland Road,Chinatown,18
Robertson Quay,Choa Chu Kang North,6
Yishun East,Coronation Road,10
Changi West,Anak Bukit,7
Yishun West,Marymount,48
Matilda,Townsville,14
Serangoon Central,Tanjong Pagar,55
Tuas View,Bukit Batok Central,32
Gul Circle,Tuas Bay,28
Toh Guan,Chong Boon,6
Kembangan,One North,28
Farrer Park,Changi Airport,42
Saujana,Bangkit,40
Yew Tee,Penjuru Crescent,12
Pasir Ris Park,Bedok North,34
Clementi West,Benoi Sector,11
North Coast,Faber,15
Serangoon Central,Senoko South,21
Toh Tuck,Kranji,8
Sentosa,Crawford,19
Xilin,Anchorvale,75
Kampong Ubi,Anak Bukit,64
Pasir Ris Wafer Fab Park,Upper Thomson,3
Cheng San,Clementi North,7
National University of S'pore,Bishan East,80
Sengkang Town Centre,Lorong 8 Toa Payoh,24
Singapore General Hospital,Jurong West Central,213
Frankel,Braddell,15
Balestier,Sembawang Central,126
Tuas North,Gombak,8
Tyersall,Tai Seng,13
Kim Keat,Serangoon Garden,11
Punggol Field,Changi West,21
Bukit Batok Central,Liu Fang,12
Joo Koon,Woodlands East,44
Bangkit,Yio Chu Kang East,21
Tiong Bahru Station,Bedok Reservoir,7
Bukit Batok East,Toa Payoh Central,14
Trafalgar,Fernvale,309
Trafalgar,Hong Kah North,11
Potong Pasir,Alexandra Hill,20
Kent Ridge,Commonwealth,14
Moulmein,Tiong Bahru Station,29
Kangkar,Yio Chu Kang,9
Tanjong Rhu,Kampong Java,29
Bendemeer,Tanjong Rhu,45
Kampong Java,Upper Thomson,75
Pasir Ris Park,Raffles Place,26
Jurong Gateway,International Business Park,35
Xilin,Changi West,70
Khatib,Bishan East,61
Bukit Batok South,Bugis,24
Aljunied,Fort Canning,141
Toh Guan,Changi West,2
Simei,Katong,42
Depot Road,Marina South,4
Sunset Way,Bukit Ho Swee,4
Serangoon Garden,Pei Chun,32
Hougang Central,Pasir Ris Wafer Fab Park,4
Yio Chu Kang North,Kallang Bahru,9
Hougang Central,Yishun Central,2
Chinatown,Changi Point,3
Hougang Central,Balestier,72
Toh Tuck,Choa Chu Kang North,29
Anchorvale,Bedok Reservoir,21
Clementi Woods,Macpherson,5
Lorong Chuan,Kampong Ubi,33
Anson,Tampines East,19
Teban Gardens,Yuhua East,39
Holland Road,Central Subzone,25
Hillview,Yunnan,30
Lower Seletar,Cecil,7
Gul Circle,Tengeh,28
Kent Ridge,Tyersall,16
Dhoby Ghaut,Hougang Central,106
Jurong Island and Bukom,Senoko South,11
Marine Parade,International Business Park,13
Chong Boon,Woodlands East,54
Yishun South,Seletar,7
Bangkit,Choa Chu Kang Central,59
Serangoon Garden,Woodlands East,78
Tanjong Rhu,Kebun Bahru,10
Potong Pasir,Upper Paya Lebar,43
Hillview,Leedon Park,12
Springleaf,Trafalgar,9
Matilda,Leedon Park,9
China Square,Tanglin,13
Lavender,Kampong Tiong Bahru,11
National University of S'pore,Ang Mo Kio Town Centre,17
Yunnan,Peng Siang,40
Serangoon Central,Woodlands West,10
Northland,Keat Hong,27
Shangri-La,Orange Grove,6
Hougang East,Sengkang Town Centre,57
Senoko West,Jurong West Central,21
Hougang West,Alexandra Hill,37
Boat Quay,Everton Park,12
Penjuru Crescent,Kallang Way,4
Pasir Ris Central,Jurong Gateway,20
Kampong Tiong Bahru,Midview,3
Taman Jurong,Anson,12
Boon Teck,Tagore,5
Kaki Bukit,Serangoon North Ind Estate,25
Swiss Club,Bedok Reservoir,12
Tagore,Central Subzone,14
Bayshore,Yio Chu Kang,11
Compassvale,Bencoolen,13
Tuas View Extension,City Hall,11
Tampines North,Lorong Ah Soo,25
Yew Tee,Guilin,58
Chinatown,Compassvale,18
Telok Blangah Drive,Joo Seng,36
Kampong Tiong Bahru,Balestier,21
Farrer Park,Gali Batu,29
Oxley,Lorong Chuan,1
Tiong Bahru,Kallang Bahru,24
Newton Circus,Pearl's Hill,12
Tanjong Rhu,Choa Chu Kang North,8
Alexandra Hill,Seletar Hills,5
Cecil,Boon Keng,11
Seletar,Nassim,3
Clementi North,Telok Blangah Way,4
Senja,Anak Bukit,53
Seletar,Fort Canning,2
Taman Jurong,Malcolm,9
Kian Teck,Bencoolen,7
Bedok Reservoir,Clementi Woods,3
Holland Road,Mountbatten,8
Tuas Bay,Shipyard,7
Kent Ridge,Holland Drive,20
Xilin,Chong Boon,36
Pasir Panjang 2,Kaki Bukit,16
Marina Centre,Pasir Panjang 2,11
Little India,Guilin,7
Saujana,Geylang East,15
Khatib,Ang Mo Kio Town Centre,43
Alexandra North,Pasir Panjang 2,4
Kovan,Goodwood Park,5
Sembawang Central,Hong Kah North,17
Singapore General Hospital,Port,11
Townsville,Anak Bukit,19
Hougang West,Upper Paya Lebar,34
Gombak,Woodlands West,7
Compassvale,Yio Chu Kang East,41
Toh Guan,Ridout,6
Clarke Quay,Lower Seletar,4
Western Water Catchment,Boon Lay Place,128
Mandai Estate,Henderson Hill,1
Kranji,Tuas View,10
Ulu Pandan,Simei,7
City Terminals,Yuhua East,7
Katong,Oxley,4
Boon Lay Place,Clementi North,48
Mandai East,Hong Kah,11
Toh Guan,Anchorvale,7
Phillip,Senja,3
Singapore General Hospital,Townsville,18
Toa Payoh Central,Tiong Bahru,22
Jurong West Central,Bukit Merah,33
Orange Grove,Tampines West,14
Pasir Ris Park,Paya Lebar North,4
Woodlands Regional Centre,Lorong Chuan,14
Alexandra Hill,Boat Quay,34
Telok Blangah Rise,Bedok North,8
Bedok North,Bukit Batok Central,21
Pasir Panjang 1,Pioneer Sector,3
Tampines North,Mackenzie,3
Boon Teck,Paya Lebar East,2
Jelebu,Tanjong Rhu,17
Port,Woodlands East,20
Bidadari,Victoria,7
Senoko South,Bayfront Subzone,13
Istana Negara,Geylang Bahru,3
Seletar Hills,Jurong River,3
Sembawang Central,Fernvale,16
Geylang Bahru,Pasir Ris West,8
Serangoon North,Braddell,11
Yishun West,Hougang East,15
Ang Mo Kio Town Centre,Jurong Gateway,23
Swiss Club,Teck Whye,8
Somerset,Pasir Ris Park,3
Sembawang East,Jurong Island and Bukom,5
West Coast,Singapore General Hospital,9
Serangoon North Ind Estate,Sentosa,5
Tampines East,Boon Lay Place,17
Bayshore,Singapore Polytechnic,3
Tuas View,Serangoon Central,13
Mandai Estate,Yuhua West,4
Khatib,Pei Chun,7
Kaki Bukit,Clementi Central,15
Paya Lebar North,Serangoon Central,13
Toh Tuck,Chatsworth,9
Sunset Way,Hillview,9
Toa Payoh Central,Plab,3
Pasir Ris Central,Yio Chu Kang North,8
Yishun West,Tuas Promenade,20
Kampong Glam,Yuhua East,1
Paya Lebar East,Frankel,8
Tanjong Rhu,Kranji,5
Yishun East,Cairnhill,13
Clarke Quay,Institution Hill,21
Cecil,Bras Basah,13
Kian Teck,Kent Ridge,11
Tagore,Mountbatten,8
Shangri-La,North Coast,22
Pasir Ris Wafer Fab Park,Rochor Canal,2
Sembawang Straits,Sembawang East,9
Fajar,Khatib,10
Lakeside,Tiong Bahru Station,4
Tuas Promenade,Geylang Bahru,11
Dover,Kallang Way,8
Bugis,Marina South,9
Lower Seletar,Seletar Hills,6
Kampong Tiong Bahru,Central Water Catchment,4
Upper Paya Lebar,Bukit Merah,4
Kebun Bahru,Pasir Panjang 2,9
Nee Soon,Clementi West,6
Pasir Panjang 1,Hougang Central,8
Paterson,Tiong Bahru,2
Ulu Pandan,Orange Grove,3
Gombak,Senoko South,2
Loyang East,Somerset,4
Kampong Java,Rochor Canal,27
Clementi Woods,Wenya,5
Holland Drive,Serangoon Central,20
Telok Blangah Drive,Tengah,1
Tampines East,Sungei Road,4
Rochor Canal,Pasir Ris Drive,13
Seletar,Serangoon North,3
Tuas View Extension,Geylang East,22
Senoko West,Port,9
Anchorvale,Teck Whye,4
Everton Park,Kembangan,19
Pasir Panjang 2,Lavender,17
Leonie Hill,Tukang,2
Nee Soon,Telok Blangah Drive,3
Bangkit,Bencoolen,16
Samulun,Lakeside,8
Tampines West,Straits View,3
Little India,Penjuru Crescent,2
Boon Keng,Kim Keat,2
Kim Keat,Alexandra Hill,3
Goodwood Park,Joo Seng,6
Hougang Central,Anson,8
Tyersall,Jurong Island and Bukom,9
Sembawang North,Jelebu,5
Tanjong Rhu,Chatsworth,15
Bukit Batok West,Pasir Panjang 2,4
Western Water Catchment,Victoria,16
Tiong Bahru Station,Siglap,2
Geylang East,Clifford Pier,9
Kangkar,Seletar,7
Gul Circle,Little India,6
Samulun,Kembangan,3
Tampines North,Gali Batu,9
Faber,Little India,3
Hougang East,Dairy Farm,1
Shangri-La,Simei,10
Sembawang North,Pasir Ris Drive,7
Rivervale,Benoi Sector,9
Gombak,Tanjong Pagar,10
Jurong River,China Square,4
Tengah,City Terminals,6
Tuas Promenade,Sengkang West,4
Kangkar,Singapore Polytechnic,2
Sentosa,Maxwell,3
Jurong Island and Bukom,Woodlands West,10
Yishun East,Shipyard,6
Yio Chu Kang West,International Business Park,3
Bedok North,Lorong Halus North,3
Rochor Canal,Jelebu,3
Sengkang Town Centre,Tukang,4
Selegie,Chong Boon,3
Queensway,Margaret Drive,6
Kembangan,Keat Hong,8
Kian Teck,Yio Chu Kang East,4
Kampong Bugis,Paya Lebar East,5
The Wharves,Hong Kah,9
Chatsworth,Tagore,4
Toh Tuck,Kampong Java,7
Mackenzie,Clementi North,6
Leedon Park,Hong Kah,8
Paya Lebar East,Fernvale,5
Telok Blangah Way,Sembawang Central,1
Chin Bee,Sentosa,6
Bukit Ho Swee,Mandai East,2
Dover,Tanglin,7
Tyersall,Saujana,10
Ghim Moh,Pasir Panjang 2,10
Ulu Pandan,North Coast,11
Trafalgar,Frankel,30
Sembawang East,Tai Seng,2
National University of S'pore,Pei Chun,5
Joo Koon,Pei Chun,1
Bayshore,Toa Payoh West,3
Raffles Place,Tuas View Extension,2
Senoko West,Townsville,8
One North,Peng Siang,20
Mandai East,Bukit Merah,4
Waterway East,Sembawang Central,5
Jurong Port,Alexandra Hill,4
Tuas View Extension,Bangkit,5
Toh Tuck,Kebun Bahru,3
Tanjong Pagar,Marina South,1
Sembawang Central,Frankel,13
Teck Whye,Sembawang Hills,2
Gul Circle,Sunset Way,2
Northshore,Pasir Panjang 1,2
Bidadari,Boon Lay Place,1
North-Eastern Islands,Bendemeer,2
Bukit Ho Swee,Benoi Sector,8
Leedon Park,Bukit Merah,4
Bukit Merah,Woodlands Regional Centre,9
Hougang East,Leonie Hill,1
Kim Keat,Upper Paya Lebar,1
Liu Fang,Telok Blangah Way,2
Hougang Central,Malcolm,2
Malcolm,Trafalgar,6
Cairnhill,Alexandra Hill,13
Marina South,Western Water Catchment,4
One Tree Hill,Braddell,5
Bangkit,Boon Teck,2
Telok Blangah Rise,Rochor Canal,1
Woodlands Regional Centre,Cairnhill,8
Tuas North,Fort Canning,3
West Coast,Wenya,2
Airport Road,International Business Park,2
China Square,Kallang Way,10
Ridout,City Terminals,4
Penjuru Crescent,Tanglin,1
Nee Soon,Bukit Ho Swee,6
Tanjong Rhu,Dunearn,1
Geylang Bahru,Tampines North,4
Bayfront Subzone,Sembawang North,5
Sunset Way,Clementi West,4
Greenwood Park,Yuhua East,1
Sengkang West,Raffles Place,5
Paya Lebar West,Bras Basah,1
Pang Sua,Katong,1
Ang Mo Kio Town Centre,Yio Chu Kang North,11
Kangkar,Bidadari,3
Kampong Bugis,Tagore,3
Robertson Quay,Farrer Court,4
Bras Basah,Clarke Quay,7
Kampong Java,Mandai Estate,3
City Terminals,Plab,4
Sembawang Springs,City Terminals,1
Straits View,Senoko West,1
Faber,Tengeh,5
Tuas View Extension,Depot Road,5
Telok Blangah Way,Western Water Catchment,3
City Terminals,People's Park,3
Pasir Panjang 2,One Tree Hill,3
Toh Tuck,Dunearn,1
Crawford,Tuas View Extension,3
Geylang Bahru,Pasir Panjang 2,9
Serangoon North Ind Estate,Waterway East,7
Paya Lebar West,Nee Soon,1
Dunearn,Redhill,1
Changi Point,Marina Centre,1
Tanglin Halt,Loyang West,4
Bencoolen,Tampines North,2
Sunset Way,Fajar,3
Kembangan,The Wharves,4
Robertson Quay,Choa Chu Kang Central,2
Xilin,Ridout,4
Sembawang Straits,Holland Road,2
Alexandra North,Tampines North,1
Toa Payoh West,Bukit Batok Central,2
Clementi West,Mandai East,3
Woodlands Regional Centre,Shipyard,3
Tuas Bay,Lorong Chuan,3
Seletar Aerospace Park,Crawford,2
Cecil,Punggol Town Centre,4
Changi Point,Maritime Square,4
Kangkar,Toa Payoh West,4
Dunearn,Tuas North,3
Senoko South,Mandai West,2
Kian Teck,Boon Teck,1
Cecil,Nee Soon,3
Sengkang West,Aljunied,7
Clementi Central,Kangkar,2
Teban Gardens,People's Park,2
Keat Hong,Lorong Halus,2
Plab,Guilin,2
Tanglin,Teck Whye,3
Nee Soon,Fajar,4
Mount Pleasant,Newton Circus,3
Taman Jurong,Pasir Ris Wafer Fab Park,1
Western Water Catchment,Sungei Road,1
Margaret Drive,Pasir Ris West,2
Phillip,Pang Sua,1
Siglap,Oxley,1
Sembawang Springs,Lorong Halus,1
Bayshore,Bidadari,1
Bukit Batok Central,Compassvale,2
Bencoolen,Pasir Panjang 2,1
Tampines North,One Tree Hill,1
Dhoby Ghaut,Pioneer Sector,1
Chatsworth,Paya Lebar East,1
Nee Soon,Hillview,1
Admiralty,Katong,1
Hillcrest,Marina South,1
Clementi Central,Clifford Pier,1
Sungei Road,Senoko North,1
Ridout,Lorong Halus,1
Ulu Pandan,Mandai East,1
North-Eastern Islands,Victoria,1
Bukit Batok East,Greenwood Park,1
Tukang,Chinatown,1
Punggol Field,Ridout,1
Sembawang Straits,Bedok South,1
Woodgrove,Telok Blangah Way,1
Plab,Penjuru Crescent,2
Farrer Court,Northshore,1
Hougang East,Telok Blangah Rise,1
Reservoir View,Defu Industrial Park,1
The Wharves,Kranji,9
Changi West,Dairy Farm,3
Rivervale,Bishan East,32
Tampines East,Bedok North,1144
Yishun East,Changi Airport,105
Bencoolen,Simei,20
Tampines East,Rochor Canal,37
Chatsworth,Ridout,58
Tiong Bahru,Frankel,6
Pulau Punggol Timor,Matilda,70
City Hall,Somerset,146
Khatib,Bencoolen,28
Flora Drive,Tampines East,156
Woodlands West,Clementi Central,18
Nee Soon,Mountbatten,16
Yew Tee,Boon Lay Place,31
Robertson Quay,Bugis,8
Xilin,Katong,55
Aljunied,Tampines East,490
Loyang West,Ghim Moh,3
Seletar,Tampines East,21
Woodleigh,Macpherson,38
Institution Hill,Ghim Moh,3
Rivervale,Ang Mo Kio Town Centre,17
Western Water Catchment,Bedok North,71
Jurong West Central,Kampong Java,27
Henderson Hill,Bras Basah,7
Jurong Island and Bukom,Little India,7
Lorong 8 Toa Payoh,Bedok North,27
Rochor Canal,Tuas North,2
Yio Chu Kang West,Lorong Ah Soo,20
Western Water Catchment,Rochor Canal,8
Sembawang Springs,Yishun South,34
Woodlands East,Xilin,97
Balestier,Bukit Batok East,8
Tuas Promenade,Taman Jurong,58
Sengkang Town Centre,Joo Seng,90
Little India,Yuhua West,23
Woodlands Regional Centre,Changi Airport,58
Orange Grove,Marina Centre,17
Choa Chu Kang Central,Keat Hong,34
Boon Teck,Anchorvale,9
Yio Chu Kang,Lorong 8 Toa Payoh,20
Kebun Bahru,North Coast,24
Boulevard,Woodgrove,90
Yio Chu Kang North,Fernvale,36
Woodlands Regional Centre,Gali Batu,32
Sembawang North,Tuas North,10
Yishun East,Gali Batu,29
Yishun West,Sembawang Hills,14
Upper Thomson,Tampines East,107
Boon Keng,Pearl's Hill,40
International Business Park,Teban Gardens,81
Simei,Central Water Catchment,32
Telok Blangah Way,Bukit Batok East,4
Serangoon Garden,Bencoolen,41
Jurong West Central,Choa Chu Kang North,66
Pearl's Hill,Everton Park,47
Taman Jurong,Kian Teck,182
Bedok South,Redhill,38
Senoko South,Woodlands West,70
Bukit Batok West,North Coast,23
Nassim,Boon Keng,20
Bedok North,Paya Lebar East,27
Benoi Sector,Seletar Aerospace Park,3
Joo Koon,Choa Chu Kang Central,36
Lavender,Clementi Woods,16
Marine Parade,Lavender,41
Simei,Balestier,84
Khatib,Yio Chu Kang East,43
Marine Parade,Kaki Bukit,83
Peng Siang,Lakeside,9
Tai Seng,Yew Tee,14
Bugis,Somerset,92
Bukit Ho Swee,Ang Mo Kio Town Centre,5
Rivervale,Pei Chun,6
Jurong Port,Hong Kah,41
Tai Seng,Kovan,51
Sembawang Central,Tukang,6
Simei,Margaret Drive,14
Serangoon North Ind Estate,Istana Negara,5
Toa Payoh Central,Kallang Bahru,104
Oxley,Lorong Ah Soo,3
Gali Batu,Everton Park,8
Marina Centre,Simei,87
Trafalgar,Holland Drive,10
Chinatown,Bras Basah,41
Boat Quay,Kembangan,19
Mandai East,Kampong Java,12
Yio Chu Kang West,Lavender,25
Bishan East,Phillip,23
Choa Chu Kang North,Port,25
Aljunied,Flora Drive,20
Jurong West Central,Chatsworth,18
Kembangan,Bedok Reservoir,52
Pasir Ris Central,Singapore General Hospital,45
Nassim,Bras Basah,49
Bedok South,Pasir Ris West,41
Macpherson,Anak Bukit,19
Tiong Bahru,Fernvale,16
Geylang East,Compassvale,45
Hong Kah,Phillip,13
City Terminals,Kallang Bahru,13
Greenwood Park,Kallang Bahru,2
Little India,Boon Lay Place,13
Fajar,Cecil,9
Geylang Bahru,Serangoon Garden,17
Kembangan,Teck Whye,12
Serangoon Central,Little India,26
Potong Pasir,Hong Kah,10
Bencoolen,Orange Grove,10
Bayfront Subzone,National University of S'pore,6
Senoko West,Tampines West,17
Monk's Hill,Senoko South,1
Kranji,One North,21
Plab,Yuhua West,11
Mandai East,Kranji,6
Anak Bukit,Matilda,36
Telok Blangah Drive,Kampong Glam,3
Singapore General Hospital,Tampines West,52
Pandan,Taman Jurong,32
Nature Reserve,North Coast,40
Kebun Bahru,Orange Grove,5
Clarke Quay,City Terminals,3
Simei,Seletar Aerospace Park,12
Central Subzone,Kovan,35
Pang Sua,Central Water Catchment,16
Woodlands South,Pasir Ris Central,18
Safti,Yunnan,59
Kampong Java,Sennett,8
Tuas Bay,Mackenzie,2
Kebun Bahru,Simei,15
Paya Lebar West,Coronation Road,1
Senoko South,Queensway,5
Choa Chu Kang North,Jurong West Central,103
Chin Bee,Boulevard,14
Airport Road,Lorong Ah Soo,9
Changi Point,Hougang East,3
Marymount,Toh Tuck,14
Yishun South,Mandai East,40
Kampong Bugis,Anchorvale,6
Yuhua East,Yuhua West,80
Central Water Catchment,Joo Seng,31
Tuas North,Trafalgar,9
Mandai Estate,Upper Thomson,7
Khatib,Kent Ridge,9
Upper Paya Lebar,Kampong Java,14
Guilin,Toa Payoh Central,30
Jurong Gateway,Lavender,40
Midview,Chong Boon,12
Jurong Gateway,Lorong Ah Soo,15
Leedon Park,Chatsworth,14
Tampines North,Bedok South,20
Upper Paya Lebar,Chatsworth,5
Tanjong Pagar,Somerset,95
Oxley,Mackenzie,2
Marina East,Yuhua West,3
Serangoon Garden,Farrer Court,8
Frankel,Jurong River,8
Boat Quay,Xilin,7
Maritime Square,Chong Boon,41
Marina Centre,North Coast,48
Little India,Henderson Hill,11
Hougang West,Bukit Merah,16
Tiong Bahru Station,Telok Blangah Way,18
Benoi Sector,Kampong Bugis,4
Teck Whye,Wenya,12
National University of S'pore,Kent Ridge,27
Gombak,Sunset Way,5
Lorong Halus,Potong Pasir,1
Yew Tee,Victoria,26
Bukit Ho Swee,Bishan East,24
Tampines West,Fajar,8
Balestier,Joo Koon,13
Yuhua West,Yew Tee,38
Northland,Peng Siang,18
Cairnhill,Tampines West,31
Pasir Ris Drive,Plab,7
Senoko North,Serangoon North Ind Estate,6
Tampines West,Hillview,11
Ghim Moh,North Coast,15
Turf Club,Yishun East,6
Margaret Drive,Serangoon Garden,13
Balestier,Sembawang Springs,17
Bugis,Istana Negara,6
Boulevard,Kampong Tiong Bahru,18
Hougang West,Hong Kah,11
Bidadari,Bedok North,3
Leedon Park,Kampong Java,9
Yio Chu Kang West,One Tree Hill,4
Woodlands Regional Centre,Mackenzie,9
Marina Centre,Orange Grove,9
Lakeside,Gul Circle,11
Kallang Bahru,Boat Quay,23
Boulevard,Boulevard,6
Hong Kah,Selegie,2
Yio Chu Kang,Tukang,4
Kallang Bahru,Seletar Hills,17
Rochor Canal,Redhill,4
Yio Chu Kang East,Chong Boon,32
Pang Sua,Margaret Drive,5
Leedon Park,Kranji,9
Geylang East,Changi Point,8
Sembawang Springs,Mount Pleasant,1
Tampines West,Telok Blangah Drive,33
Boon Teck,Chong Boon,20
Henderson Hill,Nee Soon,4
Mei Chin,Malcolm,6
Serangoon Central,Tengeh,2
Peng Siang,Hougang West,9
Kranji,Keat Hong,14
Yuhua East,Bendemeer,8
Tagore,Seletar,9
Ghim Moh,Simei,21
Choa Chu Kang North,Townsville,10
Everton Park,Dhoby Ghaut,17
Depot Road,Somerset,9
Pang Sua,Sembawang Straits,6
Clementi Central,Liu Fang,15
Bayfront Subzone,Lower Seletar,9
Yuhua West,Kovan,4
Admiralty,Balestier,13
Upper Paya Lebar,Dunearn,2
Commonwealth,Redhill,16
Bukit Batok West,Orange Grove,4
Tampines West,Bukit Ho Swee,24
Marina Centre,Mandai East,3
Pei Chun,Ulu Pandan,1
Joo Koon,Farrer Court,8
Woodlands Regional Centre,Lorong Ah Soo,18
Bukit Batok South,Samulun,15
Oxley,Gali Batu,3
Hillcrest,Somerset,17
Admiralty,Yishun Central,7
Chinatown,Boon Keng,7
Mountbatten,Gul Basin,2
Bedok North,Tagore,12
Teck Whye,Macpherson,8
Seletar,Flora Drive,3
Jurong West Central,Kebun Bahru,8
Yishun Central,Kampong Ubi,9
Joo Seng,Marina South,6
Punggol Field,Katong,8
Benoi Sector,Margaret Drive,4
Yio Chu Kang East,Changi West,6
Yunnan,Geylang Bahru,10
Pulau Punggol Timor,Reservoir View,6
Keat Hong,Yishun South,11
Kent Ridge,Institution Hill,4
Kampong Tiong Bahru,Kian Teck,5
Teban Gardens,Goodwood Park,3
Jurong West Central,Kranji,36
Loyang East,Yishun East,6
Maritime Square,Changi West,8
Oxley,Changi Airport,5
